COD_CARTAO	IDADE_CLIENTE	RENDA_MENSAL_CLIENTE	BEHAVIOUR_SCORE_CLIENTE	QTD_TRANSACOES_3M	QTD_ITENS_3M	VALOR_GASTO_3M	TICKET_MEDIO_3M	FLAG_ELETRONICOS_3M	SATISFACAO_ULTIMA_COMPRA	VALOR_GASTO_PROX_12M
315493	34	3060	73	2	5	610	305	0	02_Satisfeito	1577
218728	37	12405	79	3	6	671	223.67	0	Nao_Respondeu	1135
325472	29	1500	86	4	5	1334	333.5	0	Nao_Respondeu	2177
233159	83	1500	70	3	3	1886	628.67	0	01_Muito_Satisfeito	3908
234424	46	19095	84	5	7	2029	405.8	0	Nao_Respondeu	6010
349388	62	4965	75	2	9	1345	672.5	0	Nao_Respondeu	1046
313323	19	7740	53	1	3	97	97	0	Nao_Respondeu	0
215554	59	1500	93	5	8	1253	250.6	1	03_Neutro	3702
157247	32	1500	37	2	4	1146	573	0	01_Muito_Satisfeito	1420
298915	37	5910	79	2	6	677	338.5	0	02_Satisfeito	1058
251560	29	1500	90	4	5	1245	311.25	1	03_Neutro	2217
210218	47	21135	86	4	7	947	236.75	0	Nao_Respondeu	2706
278631	27	1500	56	1	4	421	421	0	03_Neutro	206
303169	28	5685	81	3	5	1072	357.33	0	03_Neutro	930
164628	58	18240	80	1	7	1222	1222	0	04_Insatisfeito	1231
170586	56	1500	64	1	3	1200	1200	0	05_Muito_Insatisfeito	0
178948	47	9855	66	2	7	948	474	0	02_Satisfeito	600
211254	28	1500	89	4	5	1540	385	1	Nao_Respondeu	2966
140451	23	1500	52	1	4	702	702	0	05_Muito_Insatisfeito	0
150640	24	4335	86	4	2	992	248	0	03_Neutro	1916
325011	31	5970	86	2	5	523	261.5	0	03_Neutro	1176
202346	50	17220	87	6	7	2192	365.33	0	03_Neutro	5544
155559	61	6600	89	3	8	1316	438.67	0	Nao_Respondeu	2482
208089	78	16845	79	5	9	2247	449.4	0	04_Insatisfeito	3979
169332	35	13230	54	1	5	636	636	0	03_Neutro	0
131529	25	1500	61	1	4	736	736	0	03_Neutro	0
310357	47	13485	67	1	5	968	968	0	Nao_Respondeu	1134
187970	19	6720	50	1	3	215	215	0	02_Satisfeito	0
234902	41	13140	68	3	5	789	263	0	01_Muito_Satisfeito	2101
175422	58	1500	88	4	8	1231	307.75	0	Nao_Respondeu	2804
161012	26	9105	61	2	4	725	362.5	0	02_Satisfeito	480
220674	59	15135	70	3	8	1261	420.33	0	Nao_Respondeu	3751
145759	30	4230	79	2	5	504	252	0	02_Satisfeito	680
137009	22	7710	85	4	4	1159	289.75	0	Nao_Respondeu	1952
228237	61	10050	76	2	7	1339	669.5	0	02_Satisfeito	1978
132872	27	1500	43	1	4	1194	1194	0	02_Satisfeito	424
230622	24	1500	66	1	1	342	342	0	03_Neutro	0
131692	66	19290	69	3	7	1450	483.33	1	02_Satisfeito	3921
350330	34	12555	59	2	5	618	309	1	01_Muito_Satisfeito	605
358821	31	6210	72	1	5	522	522	0	02_Satisfeito	674
324695	30	1500	91	5	5	1412	282.4	1	Nao_Respondeu	3476
173109	44	18945	87	6	6	1968	328	0	Nao_Respondeu	5911
217199	38	10545	64	2	5	1626	813	0	01_Muito_Satisfeito	3108
173614	36	9585	79	3	5	663	221	0	Nao_Respondeu	1149
333939	29	8520	56	1	5	483	483	0	02_Satisfeito	0
150852	32	10860	67	2	5	552	276	0	Nao_Respondeu	724
292038	23	10890	78	4	4	1087	271.75	1	01_Muito_Satisfeito	2081
149165	28	11775	89	3	5	468	156	0	03_Neutro	974
213593	39	1500	90	4	6	754	188.5	1	03_Neutro	1892
165727	38	1500	49	3	6	1882	627.33	0	01_Muito_Satisfeito	2485
214935	48	17040	83	5	6	963	192.6	0	Nao_Respondeu	2171
305671	19	3150	78	2	3	600	300	0	02_Satisfeito	0
180839	19	5700	90	4	3	805	201.25	1	Nao_Respondeu	1354
291788	33	1500	93	5	5	1592	318.4	1	03_Neutro	3736
304381	55	1800	92	4	8	1163	290.75	1	03_Neutro	2904
210353	37	1500	89	4	5	1634	408.5	0	Nao_Respondeu	1727
229775	33	1500	37	1	5	827	827	0	05_Muito_Insatisfeito	406
217949	47	1860	95	5	7	944	188.8	1	Nao_Respondeu	2704
353591	31	8625	88	2	5	526	263	0	03_Neutro	409
278468	56	1500	75	3	4	1813	604.33	0	02_Satisfeito	4357
185750	34	15345	80	2	5	618	309	0	Nao_Respondeu	1321
186001	52	11055	74	2	7	1091	545.5	0	02_Satisfeito	1651
190635	53	8355	85	6	8	1111	185.17	0	Nao_Respondeu	4477
321398	49	15225	77	3	5	2016	672	0	02_Satisfeito	3483
304346	46	16005	71	2	7	947	473.5	0	02_Satisfeito	1732
359853	23	6315	82	4	4	1079	269.75	0	02_Satisfeito	1883
145819	26	1500	91	4	4	1228	307	1	Nao_Respondeu	2372
358510	39	14880	74	3	6	748	249.33	0	02_Satisfeito	980
256467	62	21570	97	8	9	1915	239.38	1	Nao_Respondeu	8787
333611	20	8430	78	1	3	592	592	0	Nao_Respondeu	0
253166	42	1500	67	1	3	822	822	0	02_Satisfeito	0
230713	53	11850	86	4	8	1113	278.25	0	Nao_Respondeu	2558
342129	27	13740	82	2	4	418	209	0	01_Muito_Satisfeito	924
212131	41	1500	71	3	6	799	266.33	0	02_Satisfeito	1184
300206	60	13620	83	3	5	1296	432	1	01_Muito_Satisfeito	3029
330936	47	11790	80	3	7	938	312.67	0	Nao_Respondeu	1681
153055	26	12360	90	4	4	1093	273.25	1	Nao_Respondeu	2083
218602	25	1500	92	4	4	1177	294.25	1	Nao_Respondeu	2409
281675	72	22650	78	6	10	2323	387.17	0	02_Satisfeito	6107
153099	40	13965	83	3	6	1668	556	0	Nao_Respondeu	2752
194923	35	1500	64	1	1	651	651	0	Nao_Respondeu	0
339139	27	1500	54	1	4	438	438	0	05_Muito_Insatisfeito	0
231959	56	14220	92	6	8	1190	198.33	1	Nao_Respondeu	4488
238799	23	7560	76	3	4	1032	344	0	02_Satisfeito	1980
219403	55	19515	92	4	8	1159	289.75	1	Nao_Respondeu	2983
317630	24	7860	56	4	4	1082	270.5	0	01_Muito_Satisfeito	1479
326447	49	1500	91	7	7	2397	342.43	1	Nao_Respondeu	7519
312416	53	13050	85	5	7	1123	224.6	0	03_Neutro	3103
359167	49	18150	69	3	8	992	330.67	0	02_Satisfeito	3782
239648	26	8940	76	2	4	1247	623.5	0	02_Satisfeito	1803
230497	25	7260	64	1	4	839	839	0	02_Satisfeito	519
263767	37	1500	56	2	6	684	342	0	02_Satisfeito	607
310959	50	1500	90	4	7	1031	257.75	1	03_Neutro	1969
307263	30	1500	59	1	5	1268	1268	0	05_Muito_Insatisfeito	0
348397	42	10275	70	3	6	833	277.67	0	02_Satisfeito	1352
145126	27	1500	53	2	4	957	478.5	0	02_Satisfeito	1354
320033	42	11790	93	4	6	824	206	1	03_Neutro	2632
291636	29	1500	38	2	3	1148	574	1	01_Muito_Satisfeito	715
309891	39	15660	75	3	6	738	246	1	01_Muito_Satisfeito	1929
325564	48	2310	74	3	6	981	327	0	Nao_Respondeu	1157
329186	19	5310	78	2	3	606	303	0	Nao_Respondeu	254
238272	22	66160	98	8	28	5259	657.38	1	Nao_Respondeu	1484
334428	38	1500	73	2	6	720	360	0	03_Neutro	905
294698	60	1500	85	1	8	1289	1289	0	03_Neutro	1726
264249	63	18315	99	7	9	1378	196.86	1	Nao_Respondeu	6755
130379	45	1500	84	5	7	2031	406.2	0	Nao_Respondeu	3978
334964	34	12825	80	2	5	620	310	0	02_Satisfeito	1479
280241	50	16410	90	6	7	1529	254.83	1	03_Neutro	4463
300382	34	12690	85	2	5	601	300.5	0	Nao_Respondeu	932
287659	36	7170	80	4	6	672	168	0	02_Satisfeito	1196
345589	24	1500	51	2	4	726	363	0	01_Muito_Satisfeito	374
149282	29	1500	62	1	5	489	489	0	02_Satisfeito	298
131137	31	1500	86	3	5	1248	416	0	Nao_Respondeu	2056
227307	86	13545	78	5	9	1976	395.2	1	01_Muito_Satisfeito	5364
174905	36	1500	75	3	4	1449	483	0	Nao_Respondeu	1356
242582	35	5700	65	2	5	857	428.5	0	Nao_Respondeu	454
174611	36	1500	71	2	6	668	334	0	Nao_Respondeu	644
290446	46	10830	58	1	6	1586	1586	0	05_Muito_Insatisfeito	851
337571	30	12060	77	2	5	511	255.5	0	01_Muito_Satisfeito	1075
206753	50	1500	53	4	6	1037	259.25	0	01_Muito_Satisfeito	1679
129473	38	1500	90	4	6	729	182.25	1	Nao_Respondeu	1457
133261	32	1500	88	4	5	1488	372	0	03_Neutro	2754
234017	41	7995	70	2	3	793	396.5	0	03_Neutro	932
342143	24	6390	90	4	2	992	248	1	03_Neutro	2096
175532	27	7305	84	3	4	1222	407.33	0	Nao_Respondeu	1877
325805	59	23640	96	6	8	1248	208	1	Nao_Respondeu	4847
325519	42	1500	72	1	1	837	837	0	Nao_Respondeu	0
211580	44	7935	72	3	8	865	288.33	0	02_Satisfeito	3355
219414	60	10170	89	6	8	1853	308.83	0	Nao_Respondeu	5490
218874	53	19950	95	6	8	2139	356.5	1	03_Neutro	7736
244962	46	7920	66	2	3	939	469.5	0	02_Satisfeito	556
180088	42	12930	85	4	5	1596	399	0	03_Neutro	2757
192348	40	1500	93	6	6	2151	358.5	1	Nao_Respondeu	5960
151603	38	15960	81	3	6	1600	533.33	0	03_Neutro	3229
353993	42	15195	87	5	6	1916	383.2	0	03_Neutro	3609
268021	48	14580	89	5	7	967	193.4	0	Nao_Respondeu	2982
276230	58	18225	97	6	8	1243	207.17	1	03_Neutro	5393
244717	42	1740	91	4	6	835	208.75	1	Nao_Respondeu	1978
148479	32	5385	27	5	4	1958	391.6	0	03_Neutro	533
128433	40	11595	76	2	5	767	383.5	0	Nao_Respondeu	1426
357003	34	11910	87	4	5	1595	398.75	0	Nao_Respondeu	3106
257335	46	1860	93	3	7	931	310.33	1	Nao_Respondeu	1889
343339	56	1500	76	2	8	1175	587.5	0	03_Neutro	1050
291608	32	12675	70	3	5	551	183.67	1	01_Muito_Satisfeito	1068
319870	58	13140	81	3	8	1225	408.33	0	02_Satisfeito	3546
178571	60	20280	81	6	8	1308	218	1	01_Muito_Satisfeito	5459
322187	32	7650	62	4	4	1355	338.75	0	02_Satisfeito	2969
177165	38	16125	86	5	6	1710	342	0	02_Satisfeito	4339
346726	30	13155	78	2	5	510	255	0	Nao_Respondeu	558
214145	27	4410	79	4	5	1268	317	0	Nao_Respondeu	1550
164655	27	1500	90	3	4	1122	374	1	Nao_Respondeu	1956
233539	67	1500	70	2	9	1483	741.5	0	04_Insatisfeito	855
305433	33	1500	90	3	5	1312	437.33	1	Nao_Respondeu	917
137397	53	10785	76	3	6	2260	753.33	0	02_Satisfeito	3729
209093	41	14205	77	2	6	786	393	0	04_Insatisfeito	473
195319	42	15825	77	2	6	827	413.5	0	Nao_Respondeu	300
276408	48	11670	69	2	6	990	495	0	02_Satisfeito	1175
258332	20	5280	77	1	3	707	707	0	Nao_Respondeu	0
332271	41	8310	83	3	3	1598	532.67	0	02_Satisfeito	2679
291495	40	11175	52	2	5	777	388.5	0	Nao_Respondeu	1079
293285	39	16050	90	6	6	2077	346.17	1	Nao_Respondeu	6331
277754	47	1500	57	3	4	1609	536.33	0	02_Satisfeito	3354
195081	32	1500	87	3	5	1262	420.67	0	03_Neutro	1856
334337	40	15615	90	3	6	759	253	1	Nao_Respondeu	1430
338262	44	1500	95	4	6	872	218	1	02_Satisfeito	1813
174248	36	7755	73	2	6	671	335.5	0	Nao_Respondeu	783
276708	38	4920	84	5	6	1810	362	0	03_Neutro	4670
226971	52	3420	86	8	5	1997	249.63	0	Nao_Respondeu	6107
269604	48	19410	88	6	7	1558	259.67	0	Nao_Respondeu	4337
202953	55	1500	70	2	8	1174	587	0	Nao_Respondeu	697
265029	33	9480	70	2	5	591	295.5	0	Nao_Respondeu	450
283802	37	11955	72	3	6	686	228.67	0	02_Satisfeito	1183
185965	26	1500	85	4	2	1093	273.25	0	Nao_Respondeu	1693
204428	28	9990	79	3	5	1074	358	0	02_Satisfeito	1191
324721	32	11775	85	5	5	1597	319.4	0	03_Neutro	3411
274539	70	7920	60	6	5	2797	466.17	0	02_Satisfeito	6460
221920	39	14610	80	2	6	744	372	0	03_Neutro	830
279604	29	10755	54	2	4	913	456.5	0	02_Satisfeito	279
314041	43	15585	74	3	6	850	283.33	0	03_Neutro	1782
333645	41	8310	74	4	4	1598	399.5	0	02_Satisfeito	2609
323600	54	10485	81	5	8	1133	226.6	0	02_Satisfeito	3603
254480	47	3165	70	3	4	960	320	0	02_Satisfeito	920
264750	36	5820	73	2	6	667	333.5	0	02_Satisfeito	1031
246650	56	14070	78	3	8	1190	396.67	0	02_Satisfeito	1658
281587	59	18870	88	5	8	1263	252.6	0	03_Neutro	4436
134690	45	1500	83	5	1	899	179.8	0	03_Neutro	3227
294023	27	9510	82	2	4	427	213.5	0	02_Satisfeito	695
228496	71	1500	94	6	10	1580	263.33	1	Nao_Respondeu	7359
171227	45	1500	93	5	7	1443	288.6	1	03_Neutro	3734
236365	73	1500	80	2	1	1638	819	0	Nao_Respondeu	1080
340055	21	6840	78	2	4	828	414	0	03_Neutro	307
294965	66	9090	76	3	9	1429	476.33	0	02_Satisfeito	2941
266398	48	1500	30	1	5	1981	1981	0	04_Insatisfeito	165
296800	20	8370	84	2	4	888	444	0	Nao_Respondeu	882
337745	24	1500	89	4	2	1008	252	0	Nao_Respondeu	1617
223610	42	1500	95	4	6	821	205.25	1	02_Satisfeito	1454
248261	61	2400	92	5	8	1830	366	1	Nao_Respondeu	5207
337475	31	9645	82	3	5	532	177.33	0	Nao_Respondeu	1058
319150	34	1500	58	2	2	1254	627	0	02_Satisfeito	907
144854	62	1500	94	5	9	1352	270.4	1	03_Neutro	4804
143924	29	12960	72	2	5	477	238.5	1	01_Muito_Satisfeito	856
150913	29	11820	86	3	5	1374	458	0	03_Neutro	2872
306584	31	6360	59	1	5	854	854	0	03_Neutro	0
244882	18	1500	63	1	3	96	96	0	Nao_Respondeu	0
203608	35	1500	59	3	5	1391	463.67	0	03_Neutro	726
154667	41	2700	91	3	6	789	263	1	Nao_Respondeu	1131
328603	32	1500	76	1	5	559	559	0	Nao_Respondeu	182
295996	29	8340	88	4	4	1372	343	0	Nao_Respondeu	3035
314336	39	1500	59	2	6	1176	588	0	02_Satisfeito	1553
133948	23	1500	46	3	4	1067	355.67	1	02_Satisfeito	961
160636	19	4020	42	1	4	850	850	0	02_Satisfeito	328
170751	27	3750	70	1	4	417	417	0	01_Muito_Satisfeito	278
200660	32	8880	67	1	5	558	558	0	Nao_Respondeu	252
304832	26	1500	54	1	4	399	399	0	01_Muito_Satisfeito	0
281685	32	3000	68	2	5	577	288.5	0	Nao_Respondeu	527
151635	40	1500	34	1	4	1443	1443	0	05_Muito_Insatisfeito	53
352674	49	21030	69	2	7	994	497	0	02_Satisfeito	513
224772	44	17190	44	3	6	1906	635.33	0	02_Satisfeito	824
313234	24	10665	91	2	4	1027	513.5	1	Nao_Respondeu	1766
232537	59	1500	96	5	8	1261	252.2	1	Nao_Respondeu	3886
237308	32	1500	52	3	4	1163	387.67	0	Nao_Respondeu	2352
318382	47	4545	70	3	6	954	318	0	02_Satisfeito	1532
211907	30	6780	52	4	4	1415	353.75	0	02_Satisfeito	2485
318345	32	12675	95	6	5	1486	247.67	1	Nao_Respondeu	5236
272828	42	7395	91	4	6	810	202.5	1	03_Neutro	2074
148791	37	13185	85	3	6	2431	810.33	0	Nao_Respondeu	3982
151951	29	4365	77	1	5	466	466	0	02_Satisfeito	590
201678	35	9750	85	2	5	639	319.5	0	Nao_Respondeu	971
272533	53	1500	93	5	8	1112	222.4	1	Nao_Respondeu	2454
197874	21	1500	62	1	4	291	291	0	04_Insatisfeito	0
148857	34	10320	85	1	5	590	590	0	03_Neutro	567
218429	37	7905	83	5	3	1371	274.2	1	02_Satisfeito	1582
193451	38	13680	93	5	6	1158	231.6	1	Nao_Respondeu	3511
355080	42	5715	86	5	5	2072	414.4	0	03_Neutro	4155
273846	42	10680	73	2	5	829	414.5	0	02_Satisfeito	1082
290027	64	21900	96	7	9	2389	341.29	1	Nao_Respondeu	9040
205600	44	12495	72	3	6	870	290	0	Nao_Respondeu	1403
171229	18	6735	77	2	2	723	361.5	1	02_Satisfeito	952
248567	27	9525	78	2	4	418	209	0	02_Satisfeito	726
174067	44	1500	95	4	6	872	218	1	03_Neutro	1478
330434	62	1500	97	3	9	1341	447	1	Nao_Respondeu	3033
351256	49	18540	88	3	7	1018	339.33	0	Nao_Respondeu	2531
313933	59	1500	97	5	8	1269	253.8	1	Nao_Respondeu	3921
258602	31	6960	63	4	5	1250	312.5	0	Nao_Respondeu	1578
160039	28	6285	72	3	5	1331	443.67	0	02_Satisfeito	1751
313893	29	8835	73	2	5	473	236.5	0	Nao_Respondeu	480
207204	56	16320	95	4	7	1178	294.5	1	03_Neutro	1873
333721	66	22830	92	6	9	1441	240.17	1	Nao_Respondeu	5465
267769	32	1500	70	2	5	565	282.5	0	03_Neutro	602
200408	36	7170	61	2	4	1793	896.5	0	01_Muito_Satisfeito	1966
190242	35	1500	65	1	1	644	644	0	04_Insatisfeito	0
188970	30	12930	79	2	5	500	250	0	Nao_Respondeu	1046
304569	48	10845	69	2	6	982	491	0	Nao_Respondeu	780
200806	35	9030	79	2	5	627	313.5	0	03_Neutro	1319
329491	59	1500	96	5	8	1255	251	1	Nao_Respondeu	3737
204744	33	6645	59	2	5	598	299	0	02_Satisfeito	0
209383	35	1500	56	2	5	656	328	0	02_Satisfeito	661
315858	27	1500	54	1	4	427	427	0	02_Satisfeito	0
176935	20	1500	51	1	4	860	860	0	02_Satisfeito	0
137301	51	11670	82	3	7	1054	351.33	0	02_Satisfeito	2053
180516	22	1500	42	1	4	977	977	0	03_Neutro	252
135105	28	2700	89	3	5	1306	435.33	0	Nao_Respondeu	2180
257977	31	1500	65	2	5	540	270	0	Nao_Respondeu	582
292433	37	6435	66	2	4	1025	512.5	0	03_Neutro	914
172806	20	2700	58	1	4	744	744	0	02_Satisfeito	548
195982	35	13320	65	2	5	1214	607	0	02_Satisfeito	694
240406	53	5400	74	3	5	1103	367.67	0	02_Satisfeito	1658
145893	59	24195	96	6	8	1262	210.33	1	Nao_Respondeu	4812
239888	31	4215	73	2	5	536	268	0	02_Satisfeito	816
335000	29	6150	63	2	4	799	399.5	0	02_Satisfeito	475
297859	33	1500	57	2	5	596	298	0	Nao_Respondeu	0
175100	44	1500	70	1	7	877	877	0	05_Muito_Insatisfeito	0
277306	46	19515	86	5	7	1878	375.6	0	03_Neutro	5682
332142	44	1500	95	4	6	879	219.75	1	Nao_Respondeu	2120
205683	34	9195	74	1	5	612	612	0	05_Muito_Insatisfeito	362
196355	64	24465	90	6	9	1390	231.67	1	Nao_Respondeu	4887
337903	55	15840	79	3	8	2231	743.67	0	02_Satisfeito	3481
262269	53	3390	79	3	6	1098	366	0	02_Satisfeito	1706
187395	25	6180	62	2	4	743	371.5	0	02_Satisfeito	628
316330	29	8295	70	2	5	473	236.5	0	03_Neutro	432
175675	21	2520	50	1	3	825	825	0	02_Satisfeito	349
220872	78	8655	66	3	6	1758	586	0	02_Satisfeito	3556
310431	24	4395	91	3	4	1083	361	1	Nao_Respondeu	1816
353776	61	15285	86	5	9	1324	264.8	0	Nao_Respondeu	3995
147920	52	15435	95	6	7	1077	179.5	1	Nao_Respondeu	4561
140464	58	25095	93	5	8	1226	245.2	1	Nao_Respondeu	3359
255710	44	13395	72	2	7	891	445.5	0	04_Insatisfeito	1356
313952	21	5985	63	1	4	281	281	0	05_Muito_Insatisfeito	0
340252	35	9465	67	1	5	648	648	0	03_Neutro	302
316198	64	1500	89	5	9	1403	280.6	0	Nao_Respondeu	3237
180377	54	4440	74	3	8	1118	372.67	0	02_Satisfeito	1657
167633	59	1500	74	1	1	1265	1265	0	Nao_Respondeu	0
227555	33	12000	72	2	5	583	291.5	0	02_Satisfeito	911
152137	67	24075	92	7	9	1484	212	1	03_Neutro	7868
359406	53	13695	76	3	7	1094	364.67	0	02_Satisfeito	2855
169496	24	1500	92	4	4	1093	273.25	1	Nao_Respondeu	1695
172063	31	12540	43	1	5	1296	1296	0	02_Satisfeito	350
278991	37	10500	73	3	5	1337	445.67	0	02_Satisfeito	1450
189533	33	4680	84	1	5	586	586	0	Nao_Respondeu	0
180740	41	15030	83	4	6	1320	330	0	Nao_Respondeu	2169
195125	32	4920	68	1	5	571	571	0	02_Satisfeito	876
259507	28	4605	82	2	5	442	221	0	02_Satisfeito	1230
262313	48	16290	99	7	7	2308	329.71	1	Nao_Respondeu	7454
220199	56	1860	93	5	8	1182	236.4	1	Nao_Respondeu	3280
358859	53	1500	97	6	8	1111	185.17	1	03_Neutro	4084
307310	33	7500	73	3	4	1404	468	0	Nao_Respondeu	981
173016	51	1500	89	5	7	1063	212.6	0	03_Neutro	2859
328546	60	1500	77	4	7	1298	324.5	0	02_Satisfeito	1829
218581	66	1860	91	4	9	1449	362.25	1	Nao_Respondeu	2899
157730	36	1500	60	2	5	1147	573.5	0	02_Satisfeito	1019
340199	28	1500	53	3	3	1043	347.67	0	02_Satisfeito	1013
336334	76	17475	76	5	10	1715	343	0	03_Neutro	3584
226211	59	1500	78	2	8	1270	635	0	Nao_Respondeu	850
325949	38	6120	66	2	4	713	356.5	0	Nao_Respondeu	625
281964	31	13005	80	3	5	544	181.33	0	02_Satisfeito	1391
166991	45	1500	28	2	1	1618	809	1	02_Satisfeito	750
128144	54	17775	84	5	7	1939	387.8	0	Nao_Respondeu	4040
204056	39	1860	91	3	6	761	253.67	1	Nao_Respondeu	966
161595	21	1500	40	1	3	939	939	0	01_Muito_Satisfeito	390
275278	28	7710	74	3	5	1762	587.33	0	02_Satisfeito	3092
281272	29	1500	86	4	5	1325	331.25	0	Nao_Respondeu	2109
196344	48	21285	81	2	7	974	487	0	Nao_Respondeu	1488
191878	60	16815	99	7	8	1282	183.14	1	Nao_Respondeu	5567
245014	38	17955	81	2	6	717	358.5	0	02_Satisfeito	1616
333351	55	14940	80	3	7	2474	824.67	0	02_Satisfeito	4282
187485	53	13170	92	5	8	1116	223.2	1	Nao_Respondeu	3711
215577	43	17280	81	5	6	839	167.8	0	02_Satisfeito	2632
230747	26	1500	97	4	4	1219	304.75	1	Nao_Respondeu	2946
172286	19	1500	81	2	3	637	318.5	0	02_Satisfeito	349
146160	29	12090	86	3	4	1409	469.67	0	Nao_Respondeu	2758
164127	42	9975	85	5	6	2123	424.6	0	03_Neutro	4730
243984	21	4635	81	3	4	1009	336.33	0	02_Satisfeito	1212
176976	21	1500	42	2	4	863	431.5	0	02_Satisfeito	951
308694	29	11220	75	2	5	468	234	0	02_Satisfeito	726
236637	23	2715	82	3	4	1175	391.67	0	02_Satisfeito	1253
151048	28	3240	58	1	4	445	445	0	02_Satisfeito	0
208602	32	1500	58	2	5	762	381	0	02_Satisfeito	476
272900	27	1500	91	4	4	1204	301	1	Nao_Respondeu	2107
158617	46	1500	91	5	7	1479	295.8	1	03_Neutro	3228
179939	58	1500	93	5	8	1251	250.2	1	Nao_Respondeu	3735
130477	19	3930	78	2	3	600	300	1	01_Muito_Satisfeito	428
348483	66	25140	94	3	9	1454	484.67	1	Nao_Respondeu	3326
153299	23	1500	64	2	4	886	443	0	Nao_Respondeu	856
272425	36	13860	67	3	5	655	218.33	0	01_Muito_Satisfeito	1378
248232	44	1500	82	4	4	1659	414.75	0	02_Satisfeito	2102
267357	53	1500	99	5	8	1105	221	1	Nao_Respondeu	3307
167859	34	10170	77	3	5	605	201.67	0	02_Satisfeito	1207
194555	41	4455	48	1	6	808	808	0	02_Satisfeito	229
354176	24	3660	52	2	4	473	236.5	0	01_Muito_Satisfeito	193
331317	50	13200	68	2	6	1012	506	0	02_Satisfeito	724
238665	40	9900	84	3	6	778	259.33	0	02_Satisfeito	1805
153325	34	8100	36	1	5	1301	1301	0	03_Neutro	0
319712	29	1500	65	1	3	466	466	0	03_Neutro	104
162381	63	1500	71	1	1	1385	1385	1	04_Insatisfeito	356
349451	33	1500	90	3	5	1324	441.33	1	Nao_Respondeu	726
154737	39	8130	74	3	4	1587	529	0	02_Satisfeito	1608
225768	20	4140	77	1	3	704	704	0	02_Satisfeito	0
179230	27	1500	63	1	1	420	420	0	02_Satisfeito	0
149887	42	10860	84	5	6	1836	367.2	0	03_Neutro	4073
276347	38	6615	91	5	6	1583	316.6	1	03_Neutro	3807
209446	70	5880	84	8	9	3112	389	0	Nao_Respondeu	12104
298616	24	1500	90	4	2	975	243.75	1	Nao_Respondeu	1732
177371	41	15300	78	1	6	785	785	0	03_Neutro	919
137824	37	1500	54	1	5	1734	1734	0	05_Muito_Insatisfeito	0
145680	25	8565	78	2	4	968	484	0	Nao_Respondeu	544
131779	56	18930	87	4	8	1191	297.75	0	03_Neutro	2831
163476	47	15555	93	4	7	955	238.75	1	03_Neutro	2328
315580	37	15465	79	3	6	1490	496.67	0	02_Satisfeito	1955
190223	23	1500	94	2	4	1205	602.5	1	Nao_Respondeu	2783
356250	66	21885	96	5	9	1455	291	1	03_Neutro	4293
268837	25	4095	42	1	4	1053	1053	0	02_Satisfeito	0
194970	27	8580	88	3	4	1297	432.33	0	03_Neutro	2247
232896	28	1500	79	3	5	443	147.67	0	02_Satisfeito	475
127834	50	21120	86	4	7	1019	254.75	0	Nao_Respondeu	3133
353130	34	12240	85	2	5	597	298.5	0	Nao_Respondeu	1376
191601	38	9690	69	3	6	714	238	0	02_Satisfeito	851
311871	36	6810	67	2	6	677	338.5	0	Nao_Respondeu	680
175045	32	9300	74	1	5	576	576	0	Nao_Respondeu	0
278398	39	9390	58	4	5	1276	319	0	02_Satisfeito	2931
290584	28	6225	52	1	5	991	991	0	02_Satisfeito	105
283400	18	1500	50	1	3	729	729	0	02_Satisfeito	0
159065	21	6540	58	3	4	955	318.33	0	02_Satisfeito	979
355232	52	14565	89	6	7	1876	312.67	0	Nao_Respondeu	5106
272156	28	1500	65	1	4	460	460	0	04_Insatisfeito	0
308596	42	1500	54	2	6	810	405	0	Nao_Respondeu	605
255923	40	1500	49	3	6	1293	431	0	02_Satisfeito	2101
303428	66	12075	81	3	9	1453	484.33	0	02_Satisfeito	2230
143717	37	1500	93	5	6	1579	315.8	1	03_Neutro	4234
267584	27	1500	43	2	4	1215	607.5	0	01_Muito_Satisfeito	669
216670	55	1500	93	5	8	1158	231.6	1	Nao_Respondeu	2664
312474	37	8385	91	3	3	676	225.33	1	Nao_Respondeu	1177
231754	21	1500	77	2	4	827	413.5	0	Nao_Respondeu	0
308762	46	10545	67	4	7	1895	473.75	0	04_Insatisfeito	3102
334622	56	1500	96	5	8	1771	354.2	1	Nao_Respondeu	3990
200209	30	1500	91	4	5	1290	322.5	1	Nao_Respondeu	2084
351326	32	12435	95	6	5	1494	249	1	03_Neutro	4927
181696	25	8040	87	3	4	1138	379.33	0	03_Neutro	1903
147225	31	8340	70	1	5	524	524	0	Nao_Respondeu	345
278645	53	7125	73	3	4	1899	633	0	02_Satisfeito	2542
359213	29	1500	57	4	5	1088	272	0	02_Satisfeito	1106
137185	40	1500	77	3	6	777	259	0	Nao_Respondeu	979
237991	30	6750	94	5	5	1411	282.2	1	03_Neutro	3860
169460	31	13005	66	1	5	545	545	0	03_Neutro	0
320712	25	3330	33	1	3	758	758	0	02_Satisfeito	0
231745	51	4410	76	2	6	1069	534.5	0	Nao_Respondeu	1608
246637	20	6180	78	2	3	710	355	0	02_Satisfeito	311
197058	63	8340	92	6	9	1355	225.83	1	Nao_Respondeu	5478
318714	50	13500	79	3	7	1037	345.67	0	Nao_Respondeu	2278
311678	28	1500	47	2	5	949	474.5	0	05_Muito_Insatisfeito	0
